bosporan_standard_bearer,Bosporanos Semeiophoros,Bosporanoi Semeiophoroi,Greek,Bosporan Standard-bearer
bosporan_hornman,Bosporanos Salpinktes,Bosporanoi Salpinktai,Greek,Bosporan Horn-man
judean_standard_bearer,Ioudaios Semeiophoros,Ioudaioi Semeiophoroi,Greek,Judean Standard-bearer
judean_hornman,Ioudaios Salpinktes,Ioudaioi Salpinktai,Greek,Judean Horn-man
germanic_standard_bearer,Markaz-berd,Markaz-berdnes,Proto-Germanic,Germanic Standard-bearer
germanic_hornman,Hurnaz-blezd,Hurnaz-blezones,Proto-Germanic,Germanic Horn-man
celtic_standard_bearer,Mergiforos,Mergifori,Proto-Celtic,Celtic Standard-bearer
celtic_hornman,Carnoucos,Carnouci,Proto-Celtic,Celtic Horn-man
dacian_standard_bearer,Dakos Semeiophoros,Daki Semeiophoroi,Greek,Dacian Standard-bearer
dacian_hornman,Dakos Salpinktes,Daki Salpinktai,Greek,Dacian Horn-man
armenian_standard_bearer,Armenikos Semeiophoros,Armenikoi Semeiophoroi,Greek,Armenian Standard-bearer
armenian_hornman,Armenikos Salpinktes,Armenikoi Salpinktai,Greek,Armenian Horn-man
caucasian_standard_bearer,Kaukasios Semeiophoros,Kaukasioi Semeiophoroi,Greek,Caucasian Standard-bearer
caucasian_hornman,Kaukasios Salpinktes,Kaukasioi Salpinktai,Greek,Caucasian Horn-man
parthian_standard_bearer,Drafs-bar,Drafs-baran,Pahlavi (Middle Persian),Parthian Standard-bearer
parthian_hornman,Sur-dam,Sur-daman,Pahlavi (Middle Persian),Parthian Horn-man
syrian_standard_bearer,Regalya D-Darpsa,Regalya D-Darpsa,Syriac,Syrian Standard-bearer
syrian_hornman,Musiqara D-Gesa,Musiqara D-Gesa,Syriac,Syrian Horn-man
egyptian_standard_bearer,Tjai-seryt,Tjaiu-seryt,Ancient Egyptian,Egyptian Standard-bearer
egyptian_hornman,Weha-en-deb,Wehau-en-deb,Ancient Egyptian,Egyptian Horn-man
hornman,Xenikos Moysikos,Xenikoi Moysikoi,Greek,Mercenary Musician
judean_hornman,Antolikos Moysikos,Antolikoi Moysikoi,Greek,Eastern Musician
judean_light_clubman,Judaios Thureophores,Judaioi Thureophoroi,Greek,Judean Large Shield Bearer
judean_light_clubman_exp,Judaios Thureophores (exp),Judaioi Thureophoroi (exp),Greek,Judean Large Shield Bearer (Experienced)
judean_light_clubman_vet,Judaios Thureophores (vet),Judaioi Thureophoroi (vet),Greek,Judean Large Shield Bearer (Veteran)
judean_light_spearman,Judaios Taxes,Ioudaioi Taxeis,Greek,Judean Infantryman
judean_light_spearman_exp,Judaios Taxes (exp),Ioudaioi Taxeis (exp),Greek,Judean Infantryman (Experienced)
judean_light_spearman_vet,Judaios Taxes (vet),Ioudaioi Taxeis (vet),Greek,Judean Infantryman (Veteran)
judean_skirmisher,Judaios Peltastes,Judaioi Peltastai,Greek,Judean Light Shield Bearer (Peltast)
judean_skirmisher_exp,Judaios Peltastes (exp),Judaioi Peltastai (exp),Greek,Judean Light Shield Bearer (Peltast) (Experienced)
judean_skirmisher_vet,Judaios Peltastes (vet),Judaioi Peltastai (vet),Greek,Judean Light Shield Bearer (Peltast) (Veteran)
judean_slinger,Judaios Sphendonetes,Ioudaioi Sphendonetai,Greek,Judean Slinger
judean_slinger_exp,Judaios Sphendonetes (exp),Ioudaioi Sphendonetai (exp),Greek,Judean Slinger (Experienced)
judean_slinger_vet,Judaios Sphendonetes (vet),Ioudaioi Sphendonetai (vet),Greek,Judean Slinger (Veteran)
judean_archer,Judaios Toxotes,Ioudaioi Toxotai,Greek,Judean Archer
judean_archer_exp,Judaios Toxotes (exp),Ioudaioi Toxotai (exp),Greek,Judean Archer (Experienced)
judean_archer_vet,Judaios Toxotes (vet),Ioudaioi Toxotai (vet),Greek,Judean Archer (Veteran)
judean_elite,Judaios Thorakites,Ioudaioi Thorakitai,Greek,Judean Armored Infantry
judean_elite_exp,Judaios Thorakites (exp),Ioudaioi Thorakitai (exp),Greek,Judean Armored Infantry (Experienced)
judean_elite_vet,Judaios Thorakites (vet),Ioudaioi Thorakitai (vet),Greek,Judean Armored Infantry (Veteran)
judean_cav,Judaios Hippakontistes,Ioudaioi Hippakontistai,Greek,Judean Horse Javelin-man
judean_cav_exp,Judaios Hippakontistes (exp),Ioudaioi Hippakontistai (exp),Greek,Judean Horse Javelin-man (Experienced)
judean_cav_vet,Judaios Hippakontistes (vet),Ioudaioi Hippakontistai (vet),Greek,Judean Horse Javelin-man (Veteran)
judean_guard,Sebastenos Peltastes,Sebastenoi Peltastai,Greek,Light Shield Bearer from Sebaste (Samaria, renamed to Sebaste by Herod in honour of Augustus)
judean_guard_vet,Sebastenos Peltastes,Sebastenoi Peltastai (vet),Greek,Light Shield Bearer from Sebaste (Samaria, renamed to Sebaste by Herod in honour of Augustus) (Veteran)
judean_guard_archer,Sebastenos Toxotes,Sebastenoi Toxotai,Greek,Archer from Sebaste
judean_guard_archer_vet,Sebastenos Toxotes,Sebastenoi Toxotai (vet),Greek,Archer from Sebaste (Samaria, renamed to Sebaste by Herod in honour of Augustus) (Veteran)
bosporan_light_spearman,Bosporanos Entopios,Bosporanoi Entopioi,Greek,Bosporan Local / Native Soldier
bosporan_light_spearman_exp,Bosporanos Entopios (exp),Bosporanoi Entopioi (exp),Greek,Bosporan Local / Native Soldier (Experienced)
bosporan_light_spearman_vet,Bosporanos Entopios (vet),Bosporanoi Entopioi (vet),Greek,Bosporan Local / Native Soldier (Veteran)
bosporan_archer,Bosporanos Toxotes,Bosporanoi Toxotia,Greek,Bosporan Archer
bosporan_archer_exp,Bosporanos Toxotes (exp),Bosporanoi Toxotia (exp),Greek,Bosporan Archer (Experienced)
bosporan_archer_vet,Bosporanos Toxotes (vet),Bosporanoi Toxotia (vet),Greek,Bosporan Archer (Veteran)
bosporan_elite,Bosporanos Pezos,Bosporanoi Pezoi,Greek,Bosporan Infantryman
bosporan_elite_exp,Bosporanos Pezos (exp),Bosporanoi Pezoi (exp),Greek,Bosporan Infantryman (Experienced)
bosporan_elite_vet,Bosporanos Pezos (vet),Bosporanoi Pezoi (vet),Greek,Bosporan Infantryman (Veteran)
bosporan_cav,Sauromatikos Kataphraktos,Sauromatikoi Kataphraktoi,Greek,Sarmatian Cataphract
bosporan_cav_exp,Sauromatikos Kataphraktos (exp),Sauromatikoi Kataphraktoi (exp),Greek,Sarmatian Cataphract (Experienced)
bosporan_cav_vet,Sauromatikos Kataphraktos (vet),Sauromatikoi Kataphraktoi (vet),Greek,Sarmatian Cataphract (Veteran)
germanic_light_clubman,Slagandz,Slagandiz,Proto-Germanic,Striker / Slayer
germanic_light_clubman_exp,Slagandz (exp),Slagandiz (exp),Proto-Germanic,Striker / Slayer (Experienced)
germanic_light_clubman_vet,Slagandz (vet),Slagandiz (vet),Proto-Germanic,Striker / Slayer (Veteran)
germanic_light_spearman,Gaizafulkan Frijatoz,Gaizafulkan Frijato,Proto-Germanic,The Freed Spear-Folk
germanic_light_spearman_exp,Gaizafulkan Frijatoz (exp),Gaizafulkan Frijato (exp),Proto-Germanic,The Freed Spear-Folk (Experienced)
germanic_light_spearman_vet,Gaizafulkan Frijatoz (vet),Gaizafulkan Frijato (vet),Proto-Germanic,The Freed Spear-Folk (Veteran)
germanic_skirmisher,Jungaz,Jungoz,Proto-Germanic,Youth / Young Warrior
germanic_skirmisher_exp,Jungaz (exp),Jungoz (exp),Proto-Germanic,Youth / Young Warrior (Experienced)
germanic_skirmisher_vet,Jungaz (vet),Jungoz (vet),Proto-Germanic,Youth / Young Warrior (Veteran)
germanic_slinger,Stainawerpandz,Stainawerpandiz,Proto-Germanic,Stone-thrower
germanic_slinger_exp,Stainawerpandz (exp),Stainawerpandiz (exp),Proto-Germanic,Stone-thrower (Experienced)
germanic_slinger_vet,Stainawerpandz (vet),Stainawerpandiz (vet),Proto-Germanic,Stone-thrower (Veteran)
germanic_archer,Skuttilaz,Skuttiloz,Proto-Germanic,Archer / Shooter
germanic_archer_exp,Skuttilaz (exp),Skuttiloz (exp),Proto-Germanic,Archer / Arrow Shooter (Experienced)
germanic_archer_vet,Skuttilaz (vet),Skuttiloz (vet),Proto-Germanic,Archer / Arrow Shooter (Veteran)
germanic_berserker,Tiwisa Wigandz,Tiwisa Wigandiz,Proto-Germanic,Fighter of Tiwaz
germanic_noble_swordsman,Druthinaz Swebiskaz,Druthinoz Swebiskoz,Proto-Germanic,Suebian Lord
germanic_noble_swordsman_exp,Druthinaz Swebusku (exp),Druthinoz Swebiskoz (exp),Proto-Germanic,Suebian Lord (Experienced)
germanic_noble_swordsman_vet,Druthinaz Swebusku (vet),Druthinoz Swebiskoz (vet),Proto-Germanic,Suebian Lord (Veteran)
germanic_noble_spearman,Dugandz,Dugandiz,Proto-Germanic,The Valiant One
germanic_noble_spearman_exp,Dugandz (exp),Dugandiz (exp),Proto-Germanic,The Valiant One (Experienced)
germanic_noble_spearman_vet,Dugandz (vet),Dugandiz (vet),Proto-Germanic,The Valiant One (Veteran)
germanic_cavalry,Ridandz,Ridandiz,Proto-Germanic,The Rider
germanic_cavalry_exp,Ridandz (exp),Ridandiz (exp),Proto-Germanic,The Rider (Experienced)
germanic_cavalry_vet,Ridandz (vet),Ridandiz (vet),Proto-Germanic,The Rider (Veteran)
celtic_light_clubman,Lorgowiros,Lorgowiri,Proto-Celtic,Club-man
celtic_light_clubman_exp,Lorgowiros (exp),Lorgowiri (exp),Proto-Celtic,Club-man (Experienced)
celtic_light_clubman_vet,Lorgowiros (vet),Lorgowiri (vet),Proto-Celtic,Club-man (Veteran)
celtic_light_spearman,Slegowiros,Slegowiri,Proto-Celtic,Striker / Slayer
celtic_light_spearman_exp,Slegowiros (exp),Slegowiri (exp),Proto-Celtic,Striker / Slayer (Experienced)
celtic_light_spearman_vet,Slegowiros (vet),Slegowiri (vet),Proto-Celtic,Striker / Slayer (Veteran)
celtic_naked_swordman,Kladiwos,Kladiwoi,Proto-Celtic,Swordsman
celtic_naked_swordman_exp,Kladiwos (exp),Kladiwoi (exp),Proto-Celtic,Swordsman (Experienced)
celtic_naked_swordman_vet,Kladiwos (vet),Kladiwoi (vet),Proto-Celtic,Swordsman (Veteran)
celtic_skirmisher,Gaisowiros,Gaisowiri,Proto-Celtic,Spearman
celtic_skirmisher_exp,Gaisowiros (exp),Gaisowiri(exp),Proto-Celtic,Spearman (Experienced)
celtic_skirmisher_vet,Gaisowiros (vet),Gaisowiri (vet),Proto-Celtic,Spearman (Veteran)
celtic_archer,Arkwios,Arkwioi,Proto-Celtic,Archer
celtic_archer_exp,Arkwios (exp),Arkwioi (exp),Proto-Celtic,Archer (Experienced)
celtic_archer_vet,Arkwios (vet),Arkwioi (vet),Proto-Celtic,Archer (Veteran)
celtic_horseman,Markakos Gaisowiros,Markakoi Gaisowiri,Proto-Celtic,Mounted Spearman
celtic_horseman_exp,Markakos Gaisowiros (exp),Markakoi Gaisowiri (exp),Proto-Celtic,Mounted Spearman (Experienced)
celtic_horseman_vet,Markakos Gaisowiros (vet),Markakoi Gaisowiri (vet),Proto-Celtic,Mounted Spearman (Veteran)
celtic_noble_swords,Wenoi,Wenoi,Proto-Celtic,Kinsmen / Tribal Host
celtic_noble_swords_exp,Wenoi (exp),Wenoi (exp),Proto-Celtic,Kinsmen / Tribal Host (Experienced)
celtic_noble_swords_vet,Wenoi (vet),Wenoi (vet),Proto-Celtic,Kinsmen / Tribal Host (Veteran)
caledonian_light_clubman,Wenos,Lorgowiri,Proto-Celtic,Kinsman / Club-men
caledonian_light_clubman_exp,Wenos (exp),Lorgowiri (exp),Proto-Celtic,Kinsman / Club-men (Experienced)
caledonian_light_clubman_vet,Wenos (vet),Lorgowiri (vet),Proto-Celtic,Kinsman / Club-men (Veteran)
caledonian_light_spearman,Kombrogos,Kombrogoi,Proto-Celtic,Fellow-countryman
caledonian_light_spearman_exp,Kombrogos (exp),Kombrogoi (exp),Proto-Celtic,Fellow-countryman (Experienced)
caledonian_light_spearman_vet,Kombrogos (vet),Kombrogoi (vet),Proto-Celtic,Fellow-countryman (Veteran)
caledonian_naked_swordman,Teceitos,Teceitoi,Proto-Celtic,Household Warrior / Retainer
caledonian_naked_swordman_exp,Teceitos (exp),Teceitoi (exp),Proto-Celtic,Household Warrior / Retainer (Experienced)
caledonian_naked_swordman_vet,Teceitos (vet),Teceitoi (vet),Proto-Celtic,Household Warrior / Retainer (Veteran)
caledonian_skirmisher,Gaisowiros,Gaisowiri,Proto-Celtic,Spearman
caledonian_skirmisher_exp,Gaisowiros (exp),Gaisowiri(exp),Proto-Celtic,Spearman (Experienced)
caledonian_skirmisher_vet,Gaisowiros (vet),Gaisowiri (vet),Proto-Celtic,Spearman (Veteran)
caledonian_archer,Arkwios,Arkwioi,Proto-Celtic,Archer
caledonian_archer_exp,Arkwios (exp),Arkwioi (exp),Proto-Celtic,Archer (Experienced)
caledonian_archer_vet,Arkwios (vet),Arkwioi (vet),Proto-Celtic,Archer (Veteran)
caledonian_horseman,Markakos Trummos,Markakoi Trummoi,Proto-Celtic,Heavy Horseman
caledonian_horseman_exp,Markakos Trummos (exp),Markakoi Trummoi (exp),Proto-Celtic,Heavy Horseman (Experienced)
caledonian_horseman_vet,Markakos Trummos (vet),Markakoi Trummoi (vet),Proto-Celtic,Heavy Horseman (Veteran)
caledonian_noble_swords,Kluddobros,Kluddobroi,Proto-Celtic,The Renowned One / Champion
caledonian_noble_swords_exp,Kluddobros (exp),Kluddobroi (exp),Proto-Celtic,The Renowned One / Champion (Experienced)
caledonian_noble_swords_vet,Kluddobros (vet),Kluddobroi (vet),Proto-Celtic,The Renowned One / Champion (Veteran)
dacian_light_spearman,Dakos Fyletikos Pezos,Daki Fyletikoi Pezoi,Greek,Dacian Tribal Foot-soldier
dacian_light_spearman_exp,Dakos Fyletikos Pezos (exp),Daki Fyletikoi Pezoi (exp),Greek,Dacian Tribal Foot-soldier (Experienced)
dacian_light_spearman_vet,Dakos Fyletikos Pezos (vet),Daki Fyletikoi Pezoi (vet),Greek,Dacian Tribal Foot-soldier (Veteran)
dacian_light_swordman,Kometes Sicaphoros,Komatai Sicaphoroi,Greek,Peasant Sica Bearers
dacian_light_swordman_exp,Kometes Sicaphoros (exp),Komatai Sicaphoroi (exp),Greek,Peasant Sica Bearers (Experienced)
dacian_light_swordman_vet,Kometes Sicaphoros (vet),Komatai Sicaphoroi (vet),Greek,Peasant Sica Bearers (Veteran)
dacian_flaxman,Drapanistes,Drapanistai,Greek,Scythe-man
dacian_flaxman_vet,Drapanistes (vet),Drapanistai (vet),Greek,Scythe-man (Veteran)
dacian_flaxman_heavy,Epilektos Drapanistes,Epilektoi Drapanistai,Greek,Chosen / Elite Scythe-man
dacian_noble_cav,Dakos Aristos Hippeus,Daki Aristoi Hippeis,Greek,Dacian Noble Horseman
dacian_noble_cav_exp,Dakos Aristos Hippeus (exp),Daki Aristoi Hippeis (exp),Greek,Dacian Noble Horseman (Experienced)
dacian_noble_cav_vet,Dakos Aristos Hippeus (vet),Daki Aristoi Hippeis (vet),Greek,Dacian Noble Horseman (Veteran)
dacian_heavy_inf,Sarmato-Dakos Toxotes,Sarmato-Daki Toxotai,Greek,Sarmato-Dacian Archer
dacian_heavy_inf_exp,Sarmato-Dakos Toxotes (exp),Sarmato-Daki Toxotai (exp),Greek,Sarmato-Dacian Archer (Experienced)
dacian_heavy_inf_vet,Sarmato-Dakos Toxotes (vet),Sarmato-Daki Toxotai (vet),Greek,Sarmato-Dacian Archer (Veteran)
dacian_noble_inf,Ischyros Ordites,Ischyroi Orditai,Greek,Mighty Warrior
dacian_noble_inf_exp,Ischyros Ordites (exp),Ischyroi Orditai (exp),Greek,Mighty Warrior (Experienced)
dacian_noble_inf_vet,Ischyros Ordites (vet),Ischyroi Orditai (vet),Greek,Mighty Warrior (Veteran)
dacian_skirmishers,Dakos Toxotes,Daki Toxotai,Greek,Dacian Archer
dacian_skirmishers_exp,Dakos Toxotes (exp),Daki Toxotai (exp),Greek,Dacian Archer (Experienced)
dacian_skirmishers_vet,Dakos Toxotes (vet),Daki Toxotai (vet),Greek,Dacian Archer (Veteran)
dacian_archers,Dakos Akontistes,Daki Akontistai,Greek,Dacian Javelin-man
dacian_archers_exp,Dakos Akontistes (exp),Daki Akontistai (exp),Greek,Dacian Javelin-man (Experienced)
dacian_archers_vet,Dakos Akontistes (vet),Daki Akontistai (vet),Greek,Dacian Javelin-man (Veteran)
sarmatian_light_spearman,Sauromates Kontophoros,Sauromatai Kontophoroi,Greek,Sarmatian Lancer
sarmatian_light_spearman_exp,Sauromates Kontophoros (exp),Sauromatai Kontophoroi (exp),Greek,Sarmatian Lancer (Experienced)
sarmatian_light_spearman_vet,Sauromates Kontophoros (vet),Sauromatai Kontophoroi (vet),Greek,Sarmatian Lancer (Veteran)
sarmatian_archers,Sauromates Hippotoxotes,Sauromatai Hippotoxotai,Greek,Sarmatian Horse-Archer
sarmatian_archers_exp,Sauromates Hippotoxotes (exp),Sauromatai Hippotoxotai (exp),Greek,Sarmatian Horse-Archer (Experienced)
sarmatian_archers_vet,Sauromates Hippotoxotes (vet),Sauromatai Hippotoxotai (vet),Greek,Sarmatian Horse-Archer (Veteran)
sarmatian_light_horsearcher,Duno Asyo,Duna Asya,Old Iranian (Sarmatian),Horseman
sarmatian_light_horsearcher_exp,Duno Asyo (exp),Duna Asya (exp),Old Iranian (Sarmatian),Horseman (Experienced)
sarmatian_light_horsearcher_vet,Duno Asyo (vet),Duna Asya (vet),Old Iranian (Sarmatian),Horseman (Veteran)
sarmatian_heavy_horsearcher,Sauromates Fat Aexsdzhyn,Sauromatae Fat Aexsdzhytae,Old Iranian (Sarmatian),Sarmatian Arrow Shooter / Archer
sarmatian_heavy_horsearcher_exp,Sauromates Fat Aexsdzhyn (exp),Sauromatae Fat Aexsdzhytae (exp),Old Iranian (Sarmatian),Sarmatian Arrow Shooter / Archer (Experienced)
sarmatian_heavy_horsearcher_vet,Sauromates Fat Aexsdzhyn (vet),Sauromatae Fat Aexsdzhytae (vet),Old Iranian (Sarmatian),Sarmatian Arrow Shooter / Archer (Veteran)
sarmatian_light_horseman,Aeldaro Aemhalto,Aeldary Aemhaltae,Old Iranian (Sarmatian),Noble Sworn-Brother
sarmatian_light_horseman_exp,Aeldaro Aemhalto (exp),Aeldary Aemhaltae (exp),Old Iranian (Sarmatian),Noble Sworn-Brother (Experienced)
sarmatian_light_horseman_vet,Aeldaro Aemhalto (vet),Aeldary Aemhaltae (vet),Old Iranian (Sarmatian),Noble Sworn-Brother (Veteran)
sarmatian_heavy_horseman,Rauxsa-alan Baexdzhyn,Rauxsa-alanna Baexdzhyntae,Old Iranian (Sarmatian),Shining Alan Horseman
sarmatian_heavy_horseman_exp,Rauxsa-alan Baexdzhyn (exp),Rauxsa-alanna Baexdzhyntae (exp),Old Iranian (Sarmatian),Shining Alan Horseman (Experienced)
sarmatian_heavy_horseman_vet,Rauxsa-alan Baexdzhyn (vet),Rauxsa-alanna Baexdzhyntae (vet),Old Iranian (Sarmatian),Shining Alan Horseman (Veteran)
sarmatian_noble_horseman,Sahiyo Hadabaro,Sahiya Hadabara,Old Iranian (Sarmatian),Royal Companion
sarmatian_noble_horseman_exp,Sahiyo Hadabaro (exp),Sahiya Hadabara (exp),Old Iranian (Sarmatian),Royal Companion (Experienced)
sarmatian_noble_horseman_vet,Sahiyo Hadabaro (vet),Sahiya Hadabara (vet),Old Iranian (Sarmatian),Royal Companion (Veteran)
armenian_spear_levy,Kaukasios Doriphoros,Kaukasioi Doriphoroi,Greek,Caucasian Spear-bearer
armenian_spear_levy_exp,Kaukasios Doriphoros (exp),Kaukasioi Doriphoroi (exp),Greek,Caucasian Spear-bearer (Experienced)
armenian_spear_levy_vet,Kaukasios Doriphoros (vet),Kaukasioi Doriphoroi (vet),Greek,Caucasian Spear-bearer (Veteran)
armenian_light_axeman,Kaukasios Oresivios,Kaukasioi Oresivioi,Greek,Caucasian Mountaineer
